"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count	Population	Age-Adjusted Rate	Crude Rate
	"Esophagus"	"21010"	"Michigan"	"26"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1570013	Suppressed	Suppressed
	"Esophagus"	"21010"	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	289	10124456	3.3	2.9
	"Esophagus"	"21010"	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	1411	53806090	2.1	2.6
	"Esophagus"	"21010"	"Michigan"	"26"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	17	1526675	2.6	1.1
	"Esophagus"	"21010"	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	647	9161199	9.9	7.1
	"Esophagus"	"21010"	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	5339	52424050	9.8	10.2
	"Esophagus"	"21010"	"Minnesota"	"27"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1296193	Suppressed	Suppressed
	"Esophagus"	"21010"	"Minnesota"	"27"	"Female"	"F"	"Black or African American"	"2054-5"	27	1619329	3.7	1.7
	"Esophagus"	"21010"	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	728	30210008	2.0	2.4
	"Esophagus"	"21010"	"Minnesota"	"27"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	18	1241817	4.4	1.4
	"Esophagus"	"21010"	"Minnesota"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	52	1703006	9.0	3.1
	"Esophagus"	"21010"	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	2481	29644803	8.4	8.4
	"Esophagus"	"21010"	"Mississippi"	"28"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	129426	Suppressed	Suppressed
	"Esophagus"	"21010"	"Mississippi"	"28"	"Female"	"F"	"Black or African American"	"2054-5"	107	5190364	2.4	2.1
	"Esophagus"	"21010"	"Mississippi"	"28"	"Female"	"F"	"White"	"2106-3"	146	8161605	1.4	1.8
	"Esophagus"	"21010"	"Mississippi"	"28"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	117935	Suppressed	Suppressed
	"Esophagus"	"21010"	"Mississippi"	"28"	"Male"	"M"	"Black or African American"	"2054-5"	436	4615521	12.5	9.4
	"Esophagus"	"21010"	"Mississippi"	"28"	"Male"	"M"	"White"	"2106-3"	680	7960175	7.6	8.5
	"Esophagus"	"21010"	"Missouri"	"29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	644889	Suppressed	Suppressed
	"Esophagus"	"21010"	"Missouri"	"29"	"Female"	"F"	"Black or African American"	"2054-5"	130	4755112	3.3	2.7
	"Esophagus"	"21010"	"Missouri"	"29"	"Female"	"F"	"White"	"2106-3"	753	32938199	1.8	2.3
	"Esophagus"	"21010"	"Missouri"	"29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	592755	Suppressed	Suppressed
	"Esophagus"	"21010"	"Missouri"	"29"	"Male"	"M"	"Black or African American"	"2054-5"	339	4268941	12.2	7.9
	"Esophagus"	"21010"	"Missouri"	"29"	"Male"	"M"	"White"	"2106-3"	2974	31699465	8.9	9.4
	"Esophagus"	"21010"	"Montana"	"30"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	51817	0.0	0.0
	"Esophagus"	"21010"	"Montana"	"30"	"Female"	"F"	"Black or African American"	"2054-5"	0	30466	0.0	0.0
	"Esophagus"	"21010"	"Montana"	"30"	"Female"	"F"	"White"	"2106-3"	157	5629392	2.1	2.8
	"Esophagus"	"21010"	"Montana"	"30"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	39319	0.0	0.0
	"Esophagus"	"21010"	"Montana"	"30"	"Male"	"M"	"Black or African American"	"2054-5"	0	44045	0.0	0.0
	"Esophagus"	"21010"	"Montana"	"30"	"Male"	"M"	"White"	"2106-3"	523	5643195	8.1	9.3
	"Esophagus"	"21010"	"Nebraska"	"31"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	212130	Suppressed	Suppressed
	"Esophagus"	"21010"	"Nebraska"	"31"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	551336	Suppressed	Suppressed
	"Esophagus"	"21010"	"Nebraska"	"31"	"Female"	"F"	"White"	"2106-3"	228	10694411	1.7	2.1
	"Esophagus"	"21010"	"Nebraska"	"31"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	198812	Suppressed	Suppressed
	"Esophagus"	"21010"	"Nebraska"	"31"	"Male"	"M"	"Black or African American"	"2054-5"	24	555505	8.1	4.3
	"Esophagus"	"21010"	"Nebraska"	"31"	"Male"	"M"	"White"	"2106-3"	904	10464629	8.5	8.6
	"Esophagus"	"21010"	"Nevada"	"32"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1073825	Suppressed	Suppressed
	"Esophagus"	"21010"	"Nevada"	"32"	"Female"	"F"	"Black or African American"	"2054-5"	27	1125265	3.4	2.4
	"Esophagus"	"21010"	"Nevada"	"32"	"Female"	"F"	"White"	"2106-3"	238	10632826	2.1	2.2
	"Esophagus"	"21010"	"Nevada"	"32"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	25	917482	3.7	2.7
	"Esophagus"	"21010"	"Nevada"	"32"	"Male"	"M"	"Black or African American"	"2054-5"	59	1149654	8.8	5.1
	"Esophagus"	"21010"	"Nevada"	"32"	"Male"	"M"	"White"	"2106-3"	1007	11130784	9.3	9.0
	"Esophagus"	"21010"	"New Hampshire"	"33"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	172168	0.0	0.0
	"Esophagus"	"21010"	"New Hampshire"	"33"	"Female"	"F"	"Black or African American"	"2054-5"	0	95096	0.0	0.0
	"Esophagus"	"21010"	"New Hampshire"	"33"	"Female"	"F"	"White"	"2106-3"	244	8194630	2.5	3.0
	"Esophagus"	"21010"	"New Hampshire"	"33"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	160374	Suppressed	Suppressed
	"Esophagus"	"21010"	"New Hampshire"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	115524	Suppressed	Suppressed
	"Esophagus"	"21010"	"New Hampshire"	"33"	"Male"	"M"	"White"	"2106-3"	966	7950186	12.2	12.2
	"Esophagus"	"21010"	"New Jersey"	"34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	40	4350674	1.5	0.9
	"Esophagus"	"21010"	"New Jersey"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	245	8863398	3.1	2.8
	"Esophagus"	"21010"	"New Jersey"	"34"	"Female"	"F"	"White"	"2106-3"	1231	44142025	2.1	2.8
	"Esophagus"	"21010"	"New Jersey"	"34"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	92	4185738	3.6	2.2
	"Esophagus"	"21010"	"New Jersey"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	579	7919698	10.8	7.3
	"Esophagus"	"21010"	"New Jersey"	"34"	"Male"	"M"	"White"	"2106-3"	3775	42146768	8.5	9.0
	"Esophagus"	"21010"	"New Mexico"	"35"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	220560	Suppressed	Suppressed
	"Esophagus"	"21010"	"New Mexico"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	306560	Suppressed	Suppressed
	"Esophagus"	"21010"	"New Mexico"	"35"	"Female"	"F"	"White"	"2106-3"	181	10877698	1.4	1.7
	"Esophagus"	"21010"	"New Mexico"	"35"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	189687	Suppressed	Suppressed
	"Esophagus"	"21010"	"New Mexico"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	347185	Suppressed	Suppressed
	"Esophagus"	"21010"	"New Mexico"	"35"	"Male"	"M"	"White"	"2106-3"	784	10597090	7.2	7.4
	"Esophagus"	"21010"	"New York"	"36"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	83	9108427	1.2	0.9
	"Esophagus"	"21010"	"New York"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	711	24258276	3.2	2.9
	"Esophagus"	"21010"	"New York"	"36"	"Female"	"F"	"White"	"2106-3"	2776	94364683	2.2	2.9
	"Esophagus"	"21010"	"New York"	"36"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	285	8673264	4.7	3.3
	"Esophagus"	"21010"	"New York"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	1356	20892887	9.3	6.5
	"Esophagus"	"21010"	"New York"	"36"	"Male"	"M"	"White"	"2106-3"	8223	89777107	8.7	9.2
	"Esophagus"	"21010"	"North Carolina"	"37"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1242210	Suppressed	Suppressed
	"Esophagus"	"21010"	"North Carolina"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	316	13518589	2.6	2.3
	"Esophagus"	"21010"	"North Carolina"	"37"	"Female"	"F"	"White"	"2106-3"	855	42853802	1.6	2.0
	"Esophagus"	"21010"	"North Carolina"	"37"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1163510	Suppressed	Suppressed
	"Esophagus"	"21010"	"North Carolina"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	923	11972220	10.3	7.7
	"Esophagus"	"21010"	"North Carolina"	"37"	"Male"	"M"	"White"	"2106-3"	3395	41793060	8.0	8.1
	"Esophagus"	"21010"	"North Dakota"	"38"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	37895	0.0	0.0
	"Esophagus"	"21010"	"North Dakota"	"38"	"Female"	"F"	"Black or African American"	"2054-5"	0	38890	0.0	0.0
	"Esophagus"	"21010"	"North Dakota"	"38"	"Female"	"F"	"White"	"2106-3"	79	3602391	1.7	2.2
	"Esophagus"	"21010"	"North Dakota"	"38"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	36539	Suppressed	Suppressed
	"Esophagus"	"21010"	"North Dakota"	"38"	"Male"	"M"	"Black or African American"	"2054-5"	0	54700	0.0	0.0
	"Esophagus"	"21010"	"North Dakota"	"38"	"Male"	"M"	"White"	"2106-3"	312	3635549	8.0	8.6
	"Esophagus"	"21010"	"Ohio"	"39"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1249202	Suppressed	Suppressed
	"Esophagus"	"21010"	"Ohio"	"39"	"Female"	"F"	"Black or African American"	"2054-5"	282	9811825	3.3	2.9
	"Esophagus"	"21010"	"Ohio"	"39"	"Female"	"F"	"White"	"2106-3"	1640	65102464	1.9	2.5
	"Esophagus"	"21010"	"Ohio"	"39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	17	1168898	3.0	1.5
	"Esophagus"	"21010"	"Ohio"	"39"	"Male"	"M"	"Black or African American"	"2054-5"	547	8918410	8.8	6.1
	"Esophagus"	"21010"	"Ohio"	"39"	"Male"	"M"	"White"	"2106-3"	6394	62240563	9.8	10.3
	"Esophagus"	"21010"	"Oklahoma"	"40"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	449372	Suppressed	Suppressed
	"Esophagus"	"21010"	"Oklahoma"	"40"	"Female"	"F"	"Black or African American"	"2054-5"	35	1949626	2.4	1.8
	"Esophagus"	"21010"	"Oklahoma"	"40"	"Female"	"F"	"White"	"2106-3"	390	18897790	1.6	2.1
	"Esophagus"	"21010"	"Oklahoma"	"40"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	417817	Suppressed	Suppressed
	"Esophagus"	"21010"	"Oklahoma"	"40"	"Male"	"M"	"Black or African American"	"2054-5"	108	1918361	9.5	5.6
	"Esophagus"	"21010"	"Oklahoma"	"40"	"Male"	"M"	"White"	"2106-3"	1542	18426252	7.8	8.4
	"Esophagus"	"21010"	"Oregon"	"41"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1042873	Suppressed	Suppressed
	"Esophagus"	"21010"	"Oregon"	"41"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	495785	Suppressed	Suppressed
	"Esophagus"	"21010"	"Oregon"	"41"	"Female"	"F"	"White"	"2106-3"	579	21840826	2.1	2.7
	"Esophagus"	"21010"	"Oregon"	"41"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	25	930425	4.7	2.7
	"Esophagus"	"21010"	"Oregon"	"41"	"Male"	"M"	"Black or African American"	"2054-5"	20	564062	6.9	3.5
	"Esophagus"	"21010"	"Oregon"	"41"	"Male"	"M"	"White"	"2106-3"	2093	21445804	9.4	9.8
	"Esophagus"	"21010"	"Pennsylvania"	"42"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	19	2083978	1.7	0.9
	"Esophagus"	"21010"	"Pennsylvania"	"42"	"Female"	"F"	"Black or African American"	"2054-5"	330	9540248	3.8	3.5
	"Esophagus"	"21010"	"Pennsylvania"	"42"	"Female"	"F"	"White"	"2106-3"	1978	71632280	1.9	2.8
	"Esophagus"	"21010"	"Pennsylvania"	"42"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	49	1981412	5.0	2.5
	"Esophagus"	"21010"	"Pennsylvania"	"42"	"Male"	"M"	"Black or African American"	"2054-5"	591	8660896	9.9	6.8
	"Esophagus"	"21010"	"Pennsylvania"	"42"	"Male"	"M"	"White"	"2106-3"	7469	67866470	9.6	11.0
	"Esophagus"	"21010"	"Rhode Island"	"44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	218164	Suppressed	Suppressed
	"Esophagus"	"21010"	"Rhode Island"	"44"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	497568	Suppressed	Suppressed
	"Esophagus"	"21010"	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	216	6353945	2.4	3.4
	"Esophagus"	"21010"	"Rhode Island"	"44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	200331	Suppressed	Suppressed
	"Esophagus"	"21010"	"Rhode Island"	"44"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	488001	Suppressed	Suppressed
	"Esophagus"	"21010"	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	686	5889929	10.8	11.6
	"Esophagus"	"21010"	"South Carolina"	"45"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	383320	Suppressed	Suppressed
	"Esophagus"	"21010"	"South Carolina"	"45"	"Female"	"F"	"Black or African American"	"2054-5"	247	8719044	3.0	2.8
	"Esophagus"	"21010"	"South Carolina"	"45"	"Female"	"F"	"White"	"2106-3"	439	19550032	1.7	2.2
	"Esophagus"	"21010"	"South Carolina"	"45"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	347200	Suppressed	Suppressed
	"Esophagus"	"21010"	"South Carolina"	"45"	"Male"	"M"	"Black or African American"	"2054-5"	922	7713239	15.4	12.0
	"Esophagus"	"21010"	"South Carolina"	"45"	"Male"	"M"	"White"	"2106-3"	1613	19047574	7.8	8.5
	"Esophagus"	"21010"	"South Dakota"	"46"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	42287	0.0	0.0
	"Esophagus"	"21010"	"South Dakota"	"46"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	47348	Suppressed	Suppressed
	"Esophagus"	"21010"	"South Dakota"	"46"	"Female"	"F"	"White"	"2106-3"	95	3842520	1.8	2.5
	"Esophagus"	"21010"	"South Dakota"	"46"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	38890	0.0	0.0
	"Esophagus"	"21010"	"South Dakota"	"46"	"Male"	"M"	"Black or African American"	"2054-5"	0	67798	0.0	0.0
	"Esophagus"	"21010"	"South Dakota"	"46"	"Male"	"M"	"White"	"2106-3"	382	3816061	9.1	10.0
	"Esophagus"	"21010"	"Tennessee"	"47"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	405867	Suppressed	Suppressed
	"Esophagus"	"21010"	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	107	4500918	2.8	2.4
	"Esophagus"	"21010"	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	409	20350537	1.6	2.0
	"Esophagus"	"21010"	"Tennessee"	"47"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	371888	Suppressed	Suppressed
	"Esophagus"	"21010"	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	269	4022793	9.5	6.7
	"Esophagus"	"21010"	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	1733	19620058	8.0	8.8
	"Esophagus"	"21010"	"Texas"	"48"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	30	5709736	1.0	0.5
	"Esophagus"	"21010"	"Texas"	"48"	"Female"	"F"	"Black or African American"	"2054-5"	334	18930941	2.3	1.8
	"Esophagus"	"21010"	"Texas"	"48"	"Female"	"F"	"White"	"2106-3"	1954	124597860	1.6	1.6
	"Esophagus"	"21010"	"Texas"	"48"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	102	5496184	4.1	1.9
	"Esophagus"	"21010"	"Texas"	"48"	"Male"	"M"	"Black or African American"	"2054-5"	935	17672800	8.8	5.3
	"Esophagus"	"21010"	"Texas"	"48"	"Male"	"M"	"White"	"2106-3"	7826	123786510	7.6	6.3
	"Esophagus"	"21010"	"Utah"	"49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	509711	Suppressed	Suppressed
	"Esophagus"	"21010"	"Utah"	"49"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	184856	Suppressed	Suppressed
	"Esophagus"	"21010"	"Utah"	"49"	"Female"	"F"	"White"	"2106-3"	117	15180034	0.9	0.8
	"Esophagus"	"21010"	"Utah"	"49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	483697	Suppressed	Suppressed
	"Esophagus"	"21010"	"Utah"	"49"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	235104	Suppressed	Suppressed
	"Esophagus"	"21010"	"Utah"	"49"	"Male"	"M"	"White"	"2106-3"	662	15272989	6.0	4.3
	"Esophagus"	"21010"	"Vermont"	"50"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	52895	0.0	0.0
	"Esophagus"	"21010"	"Vermont"	"50"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	36846	Suppressed	Suppressed
	"Esophagus"	"21010"	"Vermont"	"50"	"Female"	"F"	"White"	"2106-3"	123	3981674	2.4	3.1
	"Esophagus"	"21010"	"Vermont"	"50"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	43614	0.0	0.0
	"Esophagus"	"21010"	"Vermont"	"50"	"Male"	"M"	"Black or African American"	"2054-5"	0	45600	0.0	0.0
	"Esophagus"	"21010"	"Vermont"	"50"	"Male"	"M"	"White"	"2106-3"	359	3849478	8.8	9.3
	"Esophagus"	"21010"	"Virginia"	"51"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2049031	Suppressed	Suppressed
	"Esophagus"	"21010"	"Virginia"	"51"	"Female"	"F"	"Black or African American"	"2054-5"	187	7437235	2.8	2.5
	"Esophagus"	"21010"	"Virginia"	"51"	"Female"	"F"	"White"	"2106-3"	541	25869681	1.7	2.1
	"Esophagus"	"21010"	"Virginia"	"51"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	46	1862911	4.3	2.5
	"Esophagus"	"21010"	"Virginia"	"51"	"Male"	"M"	"Black or African American"	"2054-5"	472	6804050	9.2	6.9
	"Esophagus"	"21010"	"Virginia"	"51"	"Male"	"M"	"White"	"2106-3"	2132	25350854	8.3	8.4
	"Esophagus"	"21010"	"Washington"	"53"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	36	3368532	1.4	1.1
	"Esophagus"	"21010"	"Washington"	"53"	"Female"	"F"	"Black or African American"	"2054-5"	31	1642644	3.3	1.9
	"Esophagus"	"21010"	"Washington"	"53"	"Female"	"F"	"White"	"2106-3"	903	35294820	2.2	2.6
	"Esophagus"	"21010"	"Washington"	"53"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	79	2971798	4.6	2.7
	"Esophagus"	"21010"	"Washington"	"53"	"Male"	"M"	"Black or African American"	"2054-5"	55	1865321	4.9	2.9
	"Esophagus"	"21010"	"Washington"	"53"	"Male"	"M"	"White"	"2106-3"	3072	35136796	9.1	8.7
	"Esophagus"	"21010"	"West Virginia"	"54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	84296	0.0	0.0
	"Esophagus"	"21010"	"West Virginia"	"54"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	407105	Suppressed	Suppressed
	"Esophagus"	"21010"	"West Virginia"	"54"	"Female"	"F"	"White"	"2106-3"	296	11588707	1.9	2.6
	"Esophagus"	"21010"	"West Virginia"	"54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	78570	Suppressed	Suppressed
	"Esophagus"	"21010"	"West Virginia"	"54"	"Male"	"M"	"Black or African American"	"2054-5"	26	445284	7.8	5.8
	"Esophagus"	"21010"	"West Virginia"	"54"	"Male"	"M"	"White"	"2106-3"	1218	11079503	9.5	11.0
	"Esophagus"	"21010"	"Wisconsin"	"55"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	795144	Suppressed	Suppressed
	"Esophagus"	"21010"	"Wisconsin"	"55"	"Female"	"F"	"Black or African American"	"2054-5"	56	2393258	3.6	2.3
	"Esophagus"	"21010"	"Wisconsin"	"55"	"Female"	"F"	"White"	"2106-3"	886	32753416	2.1	2.7
	"Esophagus"	"21010"	"Wisconsin"	"55"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	772473	Suppressed	Suppressed
	"Esophagus"	"21010"	"Wisconsin"	"55"	"Male"	"M"	"Black or African American"	"2054-5"	168	2284836	14.4	7.4
	"Esophagus"	"21010"	"Wisconsin"	"55"	"Male"	"M"	"White"	"2106-3"	3307	32217093	9.9	10.3
	"Esophagus"	"21010"	"Wyoming"	"56"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	33023	0.0	0.0
	"Esophagus"	"21010"	"Wyoming"	"56"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	33155	Suppressed	Suppressed
	"Esophagus"	"21010"	"Wyoming"	"56"	"Female"	"F"	"White"	"2106-3"	78	3198299	2.2	2.4
	"Esophagus"	"21010"	"Wyoming"	"56"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	26288	0.0	0.0
	"Esophagus"	"21010"	"Wyoming"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	43802	Suppressed	Suppressed
	"Esophagus"	"21010"	"Wyoming"	"56"	"Male"	"M"	"White"	"2106-3"	285	3286940	8.8	8.7
	"Gallbladder"	"21080"	"Alabama"	"01"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	320483	Suppressed	Suppressed
	"Gallbladder"	"21080"	"Alabama"	"01"	"Female"	"F"	"Black or African American"	"2054-5"	116	7866002	1.6	1.5
	"Gallbladder"	"21080"	"Alabama"	"01"	"Female"	"F"	"White"	"2106-3"	223	20181987	0.8	1.1
	"Gallbladder"	"21080"	"Alabama"	"01"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	298622	0.0	0.0
	"Gallbladder"	"21080"	"Alabama"	"01"	"Male"	"M"	"Black or African American"	"2054-5"	33	6843834	0.8	0.5
	"Gallbladder"	"21080"	"Alabama"	"01"	"Male"	"M"	"White"	"2106-3"	141	19486260	0.7	0.7
	"Gallbladder"	"21080"	"Alaska"	"02"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	281548	Suppressed	Suppressed
	"Gallbladder"	"21080"	"Alaska"	"02"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	177009	Suppressed	Suppressed
	"Gallbladder"	"21080"	"Alaska"	"02"	"Female"	"F"	"White"	"2106-3"	19	2987209	0.9	0.6
	"Gallbladder"	"21080"	"Alaska"	"02"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	255851	Suppressed	Suppressed
	"Gallbladder"	"21080"	"Alaska"	"02"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	201330	Suppressed	Suppressed
	"Gallbladder"	"21080"	"Alaska"	"02"	"Male"	"M"	"White"	"2106-3"	Suppressed	3297822	Suppressed	Suppressed
	"Gallbladder"	"21080"	"Arizona"	"04"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1165180	Suppressed	Suppressed
	"Gallbladder"	"21080"	"Arizona"	"04"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	1548071	Suppressed	Suppressed
	"Gallbladder"	"21080"	"Arizona"	"04"	"Female"	"F"	"White"	"2106-3"	488	33111269	1.2	1.5
	"Gallbladder"	"21080"	"Arizona"	"04"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1054658	Suppressed	Suppressed
	"Gallbladder"	"21080"	"Arizona"	"04"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	1683233	Suppressed	Suppressed
	"Gallbladder"	"21080"	"Arizona"	"04"	"Male"	"M"	"White"	"2106-3"	257	32852345	0.8	0.8
	"Gallbladder"	"21080"	"Arkansas"	"05"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	201219	Suppressed	Suppressed
	"Gallbladder"	"21080"	"Arkansas"	"05"	"Female"	"F"	"Black or African American"	"2054-5"	37	2369184	1.8	1.6
	"Gallbladder"	"21080"	"Arkansas"	"05"	"Female"	"F"	"White"	"2106-3"	175	11702933	1.1	1.5
	"Gallbladder"	"21080"	"Arkansas"	"05"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	184781	0.0	0.0
	"Gallbladder"	"21080"	"Arkansas"	"05"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	2140382	Suppressed	Suppressed
	"Gallbladder"	"21080"	"Arkansas"	"05"	"Male"	"M"	"White"	"2106-3"	78	11395424	0.6	0.7
	"Gallbladder"	"21080"	"California"	"06"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	455	33023849	1.5	1.4
	"Gallbladder"	"21080"	"California"	"06"	"Female"	"F"	"Black or African American"	"2054-5"	178	17285540	1.2	1.0
	"Gallbladder"	"21080"	"California"	"06"	"Female"	"F"	"White"	"2106-3"	2836	179093638	1.5	1.6
	"Gallbladder"	"21080"	"California"	"06"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	209	30349252	1.0	0.7
	"Gallbladder"	"21080"	"California"	"06"	"Male"	"M"	"Black or African American"	"2054-5"	88	16750683	0.9	0.5
	"Gallbladder"	"21080"	"California"	"06"	"Male"	"M"	"White"	"2106-3"	1056	180118309	0.7	0.6
	"Gallbladder"	"21080"	"Colorado"	"08"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	989465	Suppressed	Suppressed
	"Gallbladder"	"21080"	"Colorado"	"08"	"Female"	"F"	"Black or African American"	"2054-5"	18	1344573	2.2	1.3
	"Gallbladder"	"21080"	"Colorado"	"08"	"Female"	"F"	"White"	"2106-3"	328	27437536	1.2	1.2
	"Gallbladder"	"21080"	"Colorado"	"08"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	869388	Suppressed	Suppressed
	"Gallbladder"	"21080"	"Colorado"	"08"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	1463809	Suppressed	Suppressed
